ITEM_DESCRIPTION,count
Ceramic Glazed Vitrified Tiles-Granite Glossy (Other Details As Per Inv & Pkg List),1
Ceramic Glazed Vitrified Tiles-Endless Glossy (Other Details As Per Inv & Pkg List),1
Ceramic Glazed Vitrified Tiles-Dark Glossy (Other Details As Per Inv & Pkg List),1
Polished Glazed Vitrified Tile Orobico Bianco - Glossy Size : 600 X 1200 X 9 Mm(Rest As Per Inv),1
Polished Glazed Vitrified Tile Neo Oslocarrara - Glossy Size : 600 X 1200 X 9 Mm(Rest As Per Inv),1
Polished Glazed Vitrified Tile Mystic Grey - Matt Size : 600 X 1200 X 9 Mm(Restas Per Inv),1
Polished Glazed Vitrified Tile Italia Gris - Matt Size : 600 X 1200 X 9 Mm(Restas Per Inv),1
Polished Glazed Vitrified Tiles Dynamicgold (Glossy) Size (Cm): 160 X 320,1
Digital Glazed Printed Porcelain Tiles O/D As Per Inv & Pkg,1
Glazed Vitrified Tiles Size 600X600Mm Versailles Carrara Marble Effect Pol 1 Box= 3 Tiles = 1.08 Sqm,1
Glazed Vitrified Tiles Size 600X600Mm Marquina Polished 1 Box = 3 Tiles = 1.08 Sqm,1
Glazed Vitrified Tiles Size 600X1200Mm Marquina Polished 1 Box =2 Tiles = 1.44 Sqm,1
Glazed Vitrified Tiles Size 300X600Mm Marquina Polished 1 Box = 5 Tiles = 0.90 Sqm,1
Glazed Vitrified Tiles Size 300X600Mm Breccia Blanco 1 Box =5 Tiles = 0.90 Sqm,1
"Ceramic Wall Tiles Size:300 X 600 Mm (5Pcs/Box),(Other Details As Per Invoice &Packing List)",1
Tiles Samples -19 Boxes,1
"Glazed Vitrified Tiles - 600X600 Mm Freesample Item, Not For Sale, Value(Otherdetails As Per Inv)",1
"Glazed Vitrified Tiles - 600X1200 Mm Free Sample Item, Not For Sale, Value(Otherdetails As Per Inv)",1
Glazed Vitrified Floor Tiles Coloured(Sample Tiles Only 7 Box)(Other Details Areas Per Invoice),1
Porcelain Glazed Tile(Other Details Areas Per Invoice),1
Digital Glazed Printed Ceramic Wall Tiles As Per Inv & Pl,1
Vitrified Tiles 200X1200Mm (Other Details As Per Inv & Pl),1
Ceramic Floor Tiles (Double Charge)- 60X60Cm,1
Glazed Vitrified Tiles (Other Details Asper Invoice & Packing List)3594.243594.24Sqm,1
Ceramic Glazed Vitrified Tiles Size:300X1200 Mm (Other Dtls As Per Inv & P.List,1
Ceramic Glazed Vitrified Tiles Size:170X1200 Mm (Other Dtls As Per Inv & P.List,1
Gvt Matt Tiles (All Other Details As Per Invoice And Pl),1
Gvt Tile (8 Boxs) (Free Shipping Bill Not Involving Remittance Of Foreign Exchange) (Othr Dtl As Pr Inv & P/Lst) (Smpl),1
Gvt Tile (17 Boxs) (Free Shipping Bill Not Involving Remittance Of Foreign Exchange) (Othr Dtl As Pr Inv & P/Lst) (Smpl),1
Digital Glazed Vitrified Tiles (600 X 600 Mm) O/D As Per Inv/Pl,1
Ceramic Glaze Floor Tiles Coloured (Size: 600 X 600 Mm) (Other Details As Per Inv & Pl),1
"Ceramic Glazed Vitrified Tiles (Other Details As Per Packing List, 600X1200Mm, 1.44 Sq. Mtr Per",1
Outdoor Porcelain Tiles 600 X 600 Mm-16Mm-Other Details As Per Inv & Pl,1
"Glazed Vitrified Tiles (Design Name: Agarasen Statuario, Aedona White) (Size: 600X600 Mm)",1
Ceramic Glaze Floor Tiles Coloured Size: 600 X 1200 Mm Size : 600 X 1200 Mm,1
Glazed Vitrified Tiles `Pgvt` (Porcelaintile) Size-600X600 Mm Other Details Asper Invoice & Packing List,1
Glazed Vitrified Tiles As Per Inv. Factory Inv No-Sg 399 Dt.23.04.2024,1
(Sample - 06 Boxes) Glazed Vitrified Tiles As Per Inv.,1
Polished Glazed Vitrified Tiles Limod Silk (Glossy) Size (Cm): 160 X 320,1
Porcelian Floor Tiles Design Code-Cristel Stone Green (800X1600) Other Details As Per Invoice And Packing List,1
Porcelian Floor Tiles Design Code-Aliciawhite (800X1600) Other Details As Per Invoice And Packing List,1
Porcelian Floor Tiles Design Code-Aliciawhite (600X1200) Other Details As Per Invoice And Packing List,1
Digital Glazed Vitrified Tiles (Size: 600 X 1200 Mm) (+3 Box Sample Of Tiles - Foc) (Palletised),1
Ceramic Glazed Vitrified Tiles Size:97X197Mm (20Pcsbox=0.38 Sq. Mtr) High Thickness,1
Ceramic Glazed Vitrified Tiles Size:145X900Mm (4Pcsbox=0.522 Sq. Mtr) High Thickness,1
Sample Tiles Only 20 Box And Sample Cassattee - Panal Only 25 Pcs(Hs:68080000)(Other Details Are As Per Invoice),1
Glazed Vitrified Tiles (Other Details Asper Invoice & Packing List)1797.121797.12Sqm,1
Sample Set Tiles,1
Sample Tiles Only 10 Box And Wooden Standy 220 Pcs(Hs 9403603)(Other Details Areas Per Invoice),1
Glazed Ceramic Floor Tiles (Size: 600X600 Mm) Brand Delta Other Details As Per Inv And Pl,1
Sample (F.O.C) Ceramic Glazed Vitrifiedtiles Matt/Polished (Size:60X120 Cm) Andother Details As Per Inv And Pl,1
Sample (F.O.C) Ceramic Glazed Vitrifiedtiles Matt (Size:60X60 Cm) And Other Details As Per Inv And Pl,1
Ceramic Glazed Vitrified Tiles Satin (Size:60X120 Cm) And Other Details As Per Inv And Pl,1
Ceramic Glazed Vitrified Tiles Matt R10(Size:60X60 Cm) And Other Details As Perinv And Pl,1
Ceramic Glazed Vitrified Tiles Carving (Size:60X120 Cm) And Other Details As Perinv And Pl,1
Porcelain Tiles 600X600Mm [1 Box = 4 Pcs= 1.44 M2 (Sqm/Box) ]Glossy(Rest As Perinv),1
Ceramic Tiles 400X400Mm [1 Box = 6 Pcs =0.96 M2 (Sqm/Box)Matt](Rest As Per Inv),1
Glazed Porcelain Tiles- - 600 X 1200(Pre)-Matt (Rest Details As Per Invoice),1
Glazed Vitrified Tiles (Size: 1200 X 2800 Mm)(Palletised),1
Glazed Vitrified Tiles (Size: 1200 X 2800 Mm),1
Sample (F.O.C) Ceramic Glazed Vitrifiedtiles Polished/Matt (Size:60X120 Cm) Andother Details As Per Inv And Pl,1
Sample Polished Glazed Vitrified Tiles (Size:600 X 1200 Mm) And Other Details Asper Inv And Pl,1
Digital Printed Polished Glazed Vitrified Tiles (Size:600 X 1200 Mm) And Other Details As Per Inv And Pl,1
Sample Boxes (34 Box),1
"Glazed Vitrified Tiles,(Other Details Asper Invoice & Packing List)",1
Porcelian Floor Tiles Design Code-Statuario Maximo (800X1600) Other Details As Per Invoice And Packing List,1
Porcelian Floor Tiles Design Code-Martingrey (600X1200) Other Details As Per Invoice And Packing List,1
Porcelian Floor Tiles Design Code-Martindove (600X1200) Other Details As Per Invoice And Packing List,1
Porcelian Floor Tiles Design Code-Hamlinton Dove (800X1600) Other Details As Perinvoice And Packing List,1
Porcelian Floor Tiles Design Code-Hamlinton Dove (600X1200) Other Details As Perinvoice And Packing List,1
Porcelian Floor Tiles Design Code-Emraldperal (800X1600) Other Details As Per Invoice And Packing List,1
Ceramic Glazed Tiles Size 58X600Mm Otherdetails As Per Invoice And Packing List,1
"Sp:Pollens Granito Llp,Gst:24Abbfp3229Q1Zy.Inv.Gstt/567 Dt:-23.04.2024",1
Glazed Ceramic Wall Tiles (Size: 300Mm X600 Mm) (Pltsd) (We Intnd To Clm Bnft Undr Rodtep),1
5 Box Sample Of Tile (Value Decelared For Custom Purpose Only),1
Parking Tiles-Details As Per Invoice,1
Polished Glazed Vitrified Tile Corex Grey - Matt Size : 600 X 1200 X 9 Mm(Rest As Per Inv),1
Polished Glazed Vitrified Tile Cloud White - Glossy - Glossy Size : 600 X 1200 X9 Mm(Rest As Per Inv),1
Polished Glazed Vitrified Tile Baltic Grey - Matt Size : 600 X 1200 X 9 Mm(Restas Per Inv),1
Polished Glazed Vitrified Tile Baltic Bianco - Matt Size : 600 X 1200 X 9 Mm(Rest As Per Inv),1
Ceramic Glazed Tiles Bisel Negro Polishedsize : 100 X 200 X 8 Mm(Rest As Per Inv),1
Ceramic Glazed Tiles Bisel Gris Polishedsize : 100 X 200 X 8 Mm(Rest As Per Inv),1
"Glazed Porcelain Tiles ? Polished Waterabsorption <0.05% Size 600X600 Mm, O/D As Per Inv & Pl",1
"Glazed Vitrified Floor Tiles Size:800X1600 ( 1 Box = 2 Pcs ), Mfg-Sunshine Tilescompany Private Limited Gst-24Aancs3264",1
Sample Tiles(Size:30 X60 Cm & 20 X 120 Cm)Only 17 Box(Other Details Are As Per Invoice),1
Sample Tiles Size: 600X1200 Mm,1
Porcelain Tiles 600X600Mm [1 Box = 4 Pcs= 1.44 M2 (Sqm/Box) ]Matt](Rest As Perinv),1
Porcelain Tiles Sample 1200X1200Mm [1 Box = 2 Pcs = 2.88 M2 (Sqm/Box)(Rest As Per Inv),1
Digital Glazed Vitrified Tiles (Digitalglazed Porcelain Tiles) Size:600X600 Mm.Tax Inv.Gstt/177 Dt.23.04.2024,1
"Glazed Vitrified Tiles (600 X 1200 Mm, /Polished / 240216 & 240312 /01) As Perinv And Pl",1
"Glazed Vitrified Tiles ( 600 X 1200Mm, /Polished /E1 / 01 )As Per Inv And Pl",1
"Glazed Vitrified Tiles ( 600 X 1200 Mm,/ Polished / 240311 / 01) As Per Inv Andpl",1
"Ceramic Glazed Wall Tiles ( 300 X 600Mm,/Matt/ A / S-1 ) As Per Inv And Pl",1
"Ceramic Glazed Wall Tiles ( 300 X 600 Mm,/ Glossy / A / S-1 ) As Per Inv And Pl",1
Glazed Vitrified Floor Tiles Coloured(Sample Tiles Only 5 Box(Other Details Areas Per Invoice),1
"Sp:Starco Ceramic,Gst:24Abpfs0555E1Z7.Inv No.:-Gstt/146 , Date:23.04.2024",1
"Sp:Saans Vitrified Llp,Gst:24Actfs4125K1Zq.Inv. Gstt/266, Dt.23.04.2024",1
Glazed Vitrified Tiles Size(Mm) 600X900X20 (Light)Ht (Other Details As Per Invoice),1
Digital Glazed Porcelain Tiles 600X600 Mm And Sample Boxes With No Commercial Value Foc Item (As Per Invoice),1
Digital Glazed Porcelain Tiles 600X1200Mm And 11 Boxes Sample With No Commercial Value Foc Item (As Per Invoice),1
Glazed Vitrified Floor Tiles(Size 200X1200(1Box=6 Pcs)(Other Details Are As Perinvoice),1
Ceramic Glazed Wall Tiles(Size 600X300(1Box=5 Pcs)(Other Details Are As Per Invoice),1
"Ceramic Glazed Floor Tiles (Size:600X600Mm, 7075 Boxes) Other Dtls As Per Inv &Pl",1
Ceramic Glazed Wall Tiles Size: 250X375Mm - 6.5Mm As Per Invoice,1
Ceramic Glazed Floor Tiles Size: 400X400Mm - 8Mm As Per Invoice,1
Ceramic Glazed Floor Tiles Size: : 300X300Mm - 6.5Mm To 7Mm As Per Invoice,1
Glazed Vitrified Tiles (Toal 40 Boxes Stand As Samples (No Commercial Value) Others As Per Inv And Pl,1
Samples:250X400 Mm,1
For Custome Propose [Total 16 Box ] As Per Invoice,1
Digital Glazed Vitrified Tiles O/D As Per Inv/Pl Inv/P,1
Glazed Vitrified Tiles(Sample Tiles Only28 Box)(Other Details Are As Per Invoice),1
Digital Glazed Vitrified Tiles(Size: 600X600 Mm) (16 Mm)(+8 Box Smpl Of Tiles-Foc)(Weintnd Toclm Bnftundr Rodtep Scheme),1
Digital Glazed Vitrified Tiles (Size: 600X600 Mm) (20 Mm) (We Intnd To Clm Bnftundr Rodtep Scheme),1
Digital Glazed Vitrified Tiles (Size: 200X1200 Mm) (We Intnd To Clm Bnft Undr Rodtep Scheme),1
Porcelain Glazed Vitrified Tiles (Size:260 X 300 Mm)(+11 Box Sample Of Tile-Foc) (Palletised),1
Porcelain Glazed Vitrified Tiles (Size:260 X 300 Mm) (Palletised),1
"Ceramic Glazed Wall Tiles, Size: 300X600 Mm",1
"Ceramic Glazed Wall Tiles, Size: 300X450 Mm",1
Porcelain Tiles Sample 800X800Mm [1 Box= 3 Pcs = 1.92 M2 (Sqm/Box)(Rest As Perinv),1
Glazed Vitrified Tile(300X600Mm)(Other Details Are As Per Invoice),1
Ceramic Glazed Wall Tiles 30X60 Cm (Digital Coloured) Packed In Box Contain 05Pcs (As Per Invoice),1
Ceramic Glazed Floor Tiles Coloured 60X60Cm Promotional Item 2 Box In Sample Foc(As Per Invoice),1
Ceramic Glazed Floor Tiles Coloured 60X60 Cm Packed In Box Contain 04 Pcs (As Per Invoice),1
Ceramic Wall Tiles Size:- 300X450 Mm Other Details As Per Inv & Pl,1
Ceramic Wall Tiles Size:- 200X1200 Mm Other Details As Per Inv & Pl,1
Glazed Vitrified Tiles (Size:800X800Mm)(Other Details As Per Invoice And Pl,1
"Glazed Vitrified Tiles (Size:600X1200Mm)&(Mix Size Sample 26 Boxes,Free Of Costno Commercial Value",1
Glazed Vitrified Tiles (Size:1000X1000Mm) (Other Details As Per Invoice And Pl,1
Polished Glazed Vitrified Tiles [ 4Pcs.Per Box 1.44 Sqmt ] Size:600X600 Mm Inv-Gstt/101 Dt:23.04.2024,1
Polished Glazed Vitrified Tiles [ 2Pcs.Per Box 1.44 Sqmt ] Size:600X1200 Mm Inv-Gstt/214 Dt:23.04.2024,1
Ceramic Glazed Tiles Size 300X450Mm Other Details As Per Invoice And Packing List,1
Porcelain Tiles Sample 1200X1200Mm[1 Box= 2 Pcs = 2.88 M2 (Sqm/Box) (4 Boxes) (Rest As Per Inv),1
Digital Printed Coloured Glazed Porcelain Tiles 600X1200Mm[1 Box = 2 Pcs = 1.44M2 (Sqm/Box(Rest As Per Inv),1
Digital Printed Coloured Glazed Porcelain Tiles 1200X1200Mm[1 Box = 2 Pcs = 2.88M2 (Sqm/Box(Rest As Per Inv),1
Glazed Vitrified Tiles Size: 600X1200Mm( 1 Box = 1.44 Sqmt)(Other Details As Per Inv & Pl),1
Unglazed Vitrified Tiles (1040 Box),1
Glazed Vitrified Tiles (Polished) 600X600 Mm (4 Tiles / Box & 1.44 Sqm/Box),1
Ceramic Glazed Tiles 600X600Mm,1
Polished Glazed Vitrified Tiles Size: 300X600 Mm (As Per Inv).,1
(Samples - 220 Pcs) Polished Glazed Vitrified Tiles (As Per Inv).,1
Ceramic Glazes Tiles.Other Details As Per Invoice.,1
Sample Tiles Handy,1
Glazed Polished Vitrified Tiles Detailsas Per Packinglist,1
Glazed Vitrified Tiles(Sample Marketingmaterial Catalogue Kit Nos. 35)(Other Details Are As Per Invoice),1
Sample Tiles Only 18 Box(Other Details Are As Per Invoice),1
Ceramic Floor Tiles (Glazed Coloured) (Size: 300 X 300 Mm) (We Intend To Claim Benefit Under Rodtep Scheme),1
Glazed Vitrified Tiles 60X60 Cm,1
Ceramic Wall Tiles Size:- 300X600 Mm Other Details As Per Inv & Pl,1
Ceramic Glazed Vitrified Tiles (Size: 300X1200 Mm) - Other Details As Per Inv &Pl,1
Ceramic Glazed Vitrified Tiles (Size: 200X1200 Mm) - Other Details As Per Inv &Pl,1
Glazed Vitrified Tile(600X1200Mm)(Otherdetails Are As Per Invoice),1
Ceramic Tiles 300X300Mm [1 Box = 11 Pcs= 0.99 M2 (Sqm/Box)Glossy(Rest As Per Inv),1
Ceramic Tiles 200X600Mm [1 Box = 6 Pcs =0.72 M2 (Sqm/Box) ]Matt](Rest As Per Inv),1
Sample (6 Box) Size 600X1200 Mm (Glazedvitrified Tiles),1
Digital Printed Coloured Glazed Porcelain Tiles 800X1600Mm [1 Box = 2 Pcs = 2.56M2 (Sqm/Box)Carving](Rest As Per Inv),1
Digital Printed Coloured Glazed Porcelain Tiles 800X1600Mm [1 Box = 2 Pcs = 2.56M2 (Sqm/Box)(Rest As Per Inv),1
Glazed Ceramic Tiles (Size: 30X45 Cm),1
Glazed Ceramic Tiles (Size: 30X30 Cm),1
Polished Glazed Vitrified Tiles & (Sample 6 Boxes Foc ) (All Other Details Asper Invoice And Pl),1
Wall Tiles(Other Details Are As Per Invoice),1
1600X3200X12Mm Glazed Vitrified Tiles,1
Glazed Porcelian Floor Tiles Design Code Sugar (600X1200) Mm Other Details Asper Invoice And Packing List,1
"Digital Printed Glazed Porcelain Tiles 600X600 Mm,Supplier Gst No.24Aancs3264L1Zy Inv No.Um/24-25/0000391 Dt:24/04/2024",1
"Digital Printed Glazed Porcelain Tiles 600X1200 Mm,Supplier Gstin:24Aancs3264L1Zy Inv No.Ud/24-25/0000312 Dt:24/04/2024",1
Glaze Porcelain Tiles (Sugar Finish) (504 Box),1
Glaze Porcelain Tiles (Sugar Finish) (405 Box),1
Glaze Ceramic Wall Tiles (Glossy Finish)(990 Box),1
"Sp: Velbon Vitrified Llp,Gstin No.24Aanfv8288L1Z7.Inv.:V-0365 Dt. 24.04.2024",1
"Sp: Liva Ceramics.Gstin No.:24Aadfl9722B1Zn.Inv No: Gstt/1, Dt.24.04.2024",1
(Glazed Vitrified Tiles Sample) Other Details As Per Inv & Pl,1
(Ceramic Vitrified Tiles For Sample) Other Details As Per Inv & Pl,1
Glazed Vitrified Tiles Supplier:Swell Granito Llp Gst No:24Aeffs9759H1Zh Tax Invoice No.Sg262 Date.22/04/2024,1
Glazed Vitrified Tiles Supplier:Sparronvitrified Llp Gst No:24Adifs3637E1Z5 Taxinvoice No.Gstt/207 Date.22/04/2024,1
(Glazed Porcelain Tiles) Size 600 X 1200 Mm,1
"Ceramic Tiles (Average Water Absortion 12-15%) Size:100X200Mm, 50Pcs-In One Box,1Sq.Mtr , Mfg-Skyart Ceramic Llp Gst-24",1
Sample Box (600X1200 Mm) (Other Det.As Per Inv),1
(Samples 09 Boxes) Digital Glazed Vitrified Tiles (Digital Glazed Porcelain Tiles) Size:600X1200 Mm,1
(Samples 08 Boxes) Digital Glazed Wall Tiles (Ceramic Wall Tiles) Size:200X600 Mm,1
(Samples 08 Boxes) Digital Glazed Vitrified Tiles (Digital Glazed Porcelain Tiles) Size:600X1200 Mm,1
(Samples 05 Boxes) Digital Glazed Parking Tiles (Ceramic Parking Tiles) Size:300X300 Mm,1
Glazed Vitrified Floor Tiles (Size: 600X 600 Mm) (Palletised),1
Ceramic Tiles 300X600Mm [1 Box = 5 Pcs =0.90 M2 (Sqm/Box)Glossy(Rest As Per Inv),1
Ceramic Tiles 300X450Mm [1 Box = 6 Pcs =0.81 M2 (Sqm/Box)Glossy](Rest As Per Inv),1
Ceramic Glazed Tiles Size: 300X 600,1
Ceramic Glazed Tiles Size: 300X 450,1
Ceramic Glazed Tiles Size: 300X 300,1
Glazed Vitrified Tiles Other Details Asper Inv. Size:60X120 Cm. Factory Inv No.Exp/34 Dt.27.04.2024,1
Digital Glazed Wall Tiles Other Detailsas Per Inv & Pl,1
Porcelain Tiles And/Or Revestimientos Ceramicos (Gl) (All Other Details As Per Invoice And Pl),1
Sample Glazed Porcelain Tiles,1
Digital Printed Coloured Glazed Porcelain Tiles 800X3000Mm [1 Box=1 Pcs=2.4 M2 (Sqm/Box)Special Series](Rest As Per Inv),1
Digital Printed Coloured Glazed Porcelain Tiles 800X3000Mm [1 Box = 1 Pcs = 2.4M2 (Sqm/Box)(Rest As Per Inv),1
Digital Printed Coloured Glazed Porcelain Tiles 600X1200Mm [1 Box = 2 Pcs = 1.44M2 (Sqm/Box) ](Rest As Per Inv),1
Glazed Porcelain Polished Tiles Water Absorption <0.05% Size 1200X1200X9.00 Mm O/D As Per Inv Pl.,1
Free Sample Of Polished Glazed Vitrified Tiles Size (Cm) 60 X 120,1
Glazed Porcelain Tiles Polished Water Absorption <0.05% Size 600X600 Mm O/D As Per Inv Pl.,1
Polished Glazed Vitrified Tiles Size: 600X1200X8.5 Mm As Per Inv. Factory Inv- Exp/2 Dt.24.04.2024,1
Ceramic Glazed Tiles - Plain White Glossy - 76X152Mm(Oth. Det. As Per Inv,1
Polished Glazed Vitrified Tiles O/D As Per Inv/Pl,1
Glazed Porcelain Tiles Statuario Tail Glossy Premium Size 600*1200 (Other Detailas Per Inv And Packing List),1
Glazed Porcelain Tiles Statuario Jewel Glossy Premium Size 600*1200 (Other Detail As Per Inv And Packing List),1
Glazed Porcelain Tiles Statuario Green Glossy Premium Size 600*1200 (Other Detail As Per Inv And Packing List),1
Glazed Porcelain Tiles Partilo Grey Glossy Premium Size 600*1200 (Other Detail As Per Inv And Packing List),1
"Glazed Porcelain Tiles Foc Samples Size600*600 (20 Pcs, 7.20 Sqm) (Other Detailas Per Inv And Packing List)",1
"Glazed Porcelain Tiles Foc Samples Size600*1200 (10 Pcs, 7.20 Sqm) (Other Detail As Per Inv And Packing List)",1
Digital Printed Coloured Glazed Porcelain Tiles 600X1200Mm [1 Box=2 Pcs = 1.44 M2 (Sqm/Box)High Glossy](Rest As Per Inv),1
Digital Printed Coloured Glazed Porcelain Tiles 600X600Mm [1 Box=4 Pcs=1.44 M2 (Sqm/Box)Special Series](Rest As Per Inv),1
Digital Printed Coloured Glazed Ceramicfloor Tiles 600X600Mm [1 Box = 4 Pcs = 1.44 M2 (Sqm/Box)(Rest As Per Inv),1
Porcelain Tiles And/Or Revestimientos Ceramicos (Gl)(All Other Details As Per Invoice And Pl),1
"Ceramic Glazed Wall Tile,(Other Detailsas Per Invoice & Packing List)",1
Ceramic Glazed Floor Tiles Size: 300X300,1
Glazed Vitrified Tiles Other Details Asper Inv. Size:60X120 Cm. Factory Inv No.Exp/36 Dt.28.04.2024,1
Glazed Vitrified Tiles (Size: 1200 X 1200 Mm)(Palletised),1
Glazed Vitrified Tiles Other Details Asper Inv. Size:60X120 Cm. Factory Inv No.Exp/35 Dt.27.04.2024,1
Polishded Glazed Porcalian Tiles Size: 600X 1200,1
Foc Complimentary Samples 1 Boxes Mosaicporcelain Tiles (Size: 50X50 Mm),1
Foc Complimentary Samples 1 Boxes (Size: 600X1200 Mm),1
Glazed Vitrified Tiles (Size: 600X1200 Mm) (Palletised) (We Intend To Claim Benefit Under Rodtep),1
Glazed Vitrified Tiles Other Details Asper Inv. Size:60X120 Cm. Factory Inv No.Exp/33 Dt.26.04.2024,1
Ceramic Glazed Polished Vitrified Tiles(Other Details As Per Invoice & Pl).,1
Caiu2648118 Has 6 Catalogs & 2 Sample Kit For Promotional Activity Which Has Nocommercial Value,1
"Polished Glazed Vitrified Tiles Size:600X 600Mm,(Other Details As Per Invoice &Packing List)",1
Ceramic Glazed Floor Tiles (Black) (Size: 600X600 Mm),1
Glazed Vitrified Floor Tiles (Other Details As Per Invoice & Packing List),1
"Ceramic Glazed Wall Tiles Size:- 300X600Mm, Other Details As Per Inv & Pl.",1
"Ceramic Glazed Wall Tiles Size:- 300X450Mm, Other Details As Per Inv & Pl.",1
(Sample 07 Boxes) Digital Glazed Vitrified Tiles (Digital Glazed Porcelain Tiles) Size-600X1200 Mm.,1
(Sample 04 Boxes) Digital Glazed Vitrified Tiles (Digital Glazed Porcelain Tiles) Size-600X600 Mm.,1
Glazed Vitrified Tiles - 600X600 Mm Other Details As Per Inv & Pl,1
Vitrified Tiles Size: 800Mmx800Mm As Perinv.,1
Glazed Floor Tiles-300 X300Mm,1
Digital Glazed Floor Tiles Other Detailsas Per Invoice And Packing List,1
Glazed Porcelain Tiles(Size 600X600),1
Vitrified Tiles(1200X1200 Mm (Each Box 2Pcs.Pkg. 31.00 Sq.Ft.& 2.88 Sq.Mtr )(Other Details Are As Per Invoice),1
Ceramic Glazed Vitrified Tiles ( Otherdetails As Per Inv & Pkg,1
Ceramic Glazed Floor Tiles ( Other Details As Per Inv & Pkg List),1
Glazed Vitrified Tiles- 600 X 600Mm,1
Ceramic Glazed Floor Tiles -600 X600Mm,1
Digital Glazed Wall Tiles( Sample),1
Digital Glazed Wall Tiles ( Sample),1
Full Body Step And Riser Tiles O/D As Per Inv/Pl,1
Digital Glazed Parking Tiles O/D As Perinv/Pl,1
Digital Glazed Vitrified Tiles Other Details As Per Inv & Pl,1
(Sample 30 Boxes) Glazed Vitrified Tilessize:600X1200 Mm As Per Inv.,1
Foc Complimentary Samples 2 Boxes Outdoor Porcelain Tiles (Size: 200X200 Mm) & (Size: 200X300 Mm),1
Foc Complimentary Samples 15 Boxes (Size: 600X1200 Mm),1
Foc Complimentary Samples 15 Boxes (Size: 300X600 Mm),1
Sample (F.O.C) Digital Glazed Porcelainfloor Tiles Coloured (Size:1600X3200X20Mm) And Other Details As Per Inv And Pl,1
Digital Glazed Porcelain Floor Tiles Coloured (Size:1200X1200 Mm) And Other Details As Per Inv And Pl,1
Glazed Vitrified Tiles (Total 10148 Boxpacked In Total Pallet 453),1
Polised Glazed Vitrified Tiles Glossy Other Details As Per Invoice,1
Glazed Vitrified Tiles Size:600X1200 Mmas Per Inv. Tax Inv No. Gstt/251 Dt. 26.04.2024,1
Ceramic Glazed Wall Tiles Size: 300X600Mm,1
Ceramic Glazed Wall Tiles Size: 300X300Mm,1
"Digital Glazed Porcelain Floor Tiles Coloured, Size : 800 X 1600 Mm",1
Glazed Vitrified Tiles As Per Inv. Tax Inv-601 Dt.26.04.2024,1
Italian Design Gres Porcelain Tiles Size600 Mm X 600 Mm Other Details As Per Invoice And Packing List,1
Ceramic Glazed Vitrified Tiles (Palletised),1
Digital Glazed Vitrified Tiles (Size: 600 X 1200 Mm)(Palletised),1
Ceramic Tiles / Baldosas Ceramicas (Size: 800 X 1600 Mm),1
Ceramic Tiles / Baldosas Ceramicas (Size: 1000 X 1000 Mm),1
Ceramic Tiles / Baldosas Ceramicas (Size: 300 X 450 Mm),1
Ceramic Tiles / Baldosas Ceramicas (Size: 200 X 300 Mm),1
Ceramic Glazed Vitrified Tiles Size: Size: 600X600 Mm,1
Ceramic Glazed Vitrified Tiles Size: 300X600 Mm,1
Ceramic Floor Tiles Size:600X600 Mm (Other Dtls As Per Inv & P.List,1
Ceramic Floor Tiles Size:300X300 Mm (Other Dtls As Per Inv & P.List,1
"Vitrified Tiles / Glazed Porcelain Tiles Runa Grigio Scuro, Size598 X 1198 Mm",1
"Vitrified Tiles / Glazed Porcelain Tiles Endless Bianco, Size598 X 1198 Mm",1
Glazed Porcelain Tiles(Water Absorptionpercentage=Not Exce.0.5%)(+12Box Sampleof Tiles+2Box Catlogue & Kit-Foc)(Pltsd),1
Glazed Porcelain Tiles (Sample Box 6) (Other Details As Per Invoice & P.List),1
Ceramic Glazed Vitrified Tiles Size:800X1600 Mm (Other Dtls As Per Inv & P.List,1
Glazed Vitrified Tiles Size In Mm 800X2400,1
"Digital Glazed Polished Porcelain (Vitrified) Tiles/Size: 600X1200Mm -Glossy Carving , Mfg-Embito Granito Llp Gst-24Aai",1
Ceramic Glazed Vitrified Tiles Size: 600X1200Mm 1.44 Sq. Mtr Per Box Other Details As Per Packing List-Free Samples,1
Ceramic Glazed Vitrified Tiles Size: 600X1200Mm 1.44 Sq. Mtr Per Box Other Details As Per Packing List,1
Polished Porcelain Tiles ( Glzaed Vitrified Tiles )600X600 Mm(Rest As Per Inv),1
Sample Tiles(Size:60 X 120)(60 X 60) (30X60)(20X120 Cm)Only 23 Box(Other Detailsare As Per Invoice),1
Sample - (Size: 600 X 1200 Mm) - Other Details As Per Invoice & Packing List,1
Vt049 Hg Glazed Porcelain Slab,1
Ms Marquina Black Hg Glazed Porcelain Slab,1
Bellagio Bianco Glazed Porcelain Slab 800X3200,1
800X3200Mm Slab Tiles Bellagio Bianco,1
Galaxy Dark Grey Snp Glazed Porcelain Slab,1
Foc Sample - 58 Box / 2 Pallet ( Mix Size ),1
"Digital Glazed Porcelain Tiles,Size : 600 X 600 Mm [ 4 Pcs/Box, Regular Series(As Per Invoice)",1
(Samples - 7 Boxes) Digital Glazed Walltiles (Ceramic Wall Tiles) Size-300X600Mm.,1
(Samples - 3 Boxes) Digital Glazed Vitrified Tiles (Digital Glazed Porcelain Tiles) Size-600X600 Mm.,1
(Samples - 2 Boxes) Digital Glazed Walltiles (Ceramic Wall Tiles) Size-310X560Mm.,1
